scores	doc_id	relevant	text
1.1539328	185	yes	"some possibilities of using gas mixtures other than in
aerodynamic research .
a study is made of the advantages that can be realized in
compressible-flow research by employing a substitute heavy gas in place of air .
most heavy gases considered in previous investigations are either toxic,
chemically active, or (as in the case of the freons) have a ratio of
specific heats greatly different from air .  the present report is based
on the idea that by properly mixing a heavy monatomic gas with a
suitable heavy polyatomic gas, it is possible to obtain a heavy gas
mixture which has the correct ratio of specific heats and which is
nontoxic, nonflammable, thermally stable, chemically inert, and
comprised of commercially available components .
calculations were made of wind-tunnel characteristics for 63 gas pairs
comprising 21 different polyatomic gases properly mixed with each of
three monatomic gases (argon, krypton, and xenon) .  for a given
mach number, reynolds number, and tunnel pressure, a gas-mixture
wind tunnel having the same specific-heat ratio as air would be
appreciably smaller and would require much less power than a
corresponding air wind tunnel .  analogous though different advantages
can be realized in compressor research and in firing-range research .
the most significant applications, perhaps, arise through selecting and
proportioning a gas mixture so as to have at ordinary wind-tunnel
temperatures certain dimensionless characteristics which air at
flight temperatures possesses but which air at ordinary wind-tunnel
temperatures does not possess .  characteristics which involve the
relaxation time (or bulk viscosity), the variation of viscosity with
temperature, and the variation of specific heat with temperature fall
within this category .  other applications arise in heat-transfer
research since certain gas mixtures can be concocted to have any prandtl
number in the range at least between 0.2 and 0.8 ."
1.1561831	57	yes	"applicability of the hypersonic similarity rule to
pressure distributions which include the effects of
rotation for bodies of revolution at zero angle of
attack .
  the analysis of technical note 2250, 1950, is extended to include
the effects of flow rotation .  it is
found that the theoretical pressure
distributions over ogive cylinders can be related by the hypersonic
similarity rule with sufficient accuracy for most engineering purposes .
  the error introduced into pressure distributions and drag of ogive
cylinders by ignoring the rotation term in the characteristic equations
is investigated .  it is found that
the influence of the rotation term on
pressure distribution and drag depends only upon the similarity
parameter k (mach number divided by fineness ratio) .
although the error in
drag, due to neglect of the rotation term, is negligible at k=0.5, the
error is about 30 percent at k=2.0 .
  charts are presented for the rapid determination of pressure
distributions for rotational flow over
ogive cylinders for all values of
the similarity parameter between 0.5 and
of mach number and fineness ratio ."
1.1571711	874	no	"the use of models for the determination of critical flutter speeds .
the use of model tests in the prediction of full-scale critical flutter
speeds is now well established, and the technique of such tests is
therefore worthy of discussion . in order to obtain critical speeds for
the model within the speed range of ordinary wind tunnels it is
necessary that the model should differ in some respect from a mere small
suggested by mckinnon wood the modification of the model consists in a
reduction of its effective stiffnesses . this method has the defect /in
most cases probably not serious/ that the model experiment is conducted
at a reynolds number much below that for full-scale . in the present
paper it is pointed out that an alternative method of reducing the
critical speed is to increase the mass loading of the model and to make
the flutter tests in compressed air . * it is then quite feasible to
reach the full-scale reynolds number . this method of reducing the
critical speeds by a proportionate increase of all effective densities
may also be combined with a reduction of the elasticity of the model .
the relation of model and full-scale stresses at the critical flutter
speeds is considered . where the reduction in critical speed is effected
 by increase of density only, the model and full-scale stresses are
equal . in a model of reduced elasticity the stresses in the wires are
the same as for full-scale,  whereas, the stresses in the spars are less
 than for full-scale . this is in accord with the usual experience that
the wires of such a model are the first parts of the structure to fail
in a flutter .
lastly, the influence of gravity on flutter is considered . this is
negligibly small for full-scale, but not necessarily so for the model .
gravitational effects can sometimes be corrected by suitable orientation
 of the model ."
1.1581293	1159	no	"experimental investigation of the effect of yaw on
rates of heat transfer to transverse circular
cylinders in a 6500-foot-per-second
hypersonic air stream .
a technique has been developed by which air can be shock-compressed
by helium to 3660 degrees rankine to generate a 6500-foot-per-second
air stream with a flow duration of 40 milliseconds .  the resulting
equipment is described .  experiments were conducted to determine
rates of heat transfer to transverse circular cylinders of 0.003-,
greater than 100 .  the cylinders were tested at a nominal mach number
of 11 with a stagnation reynolds number (evaluated with free-stream
mass flow and stagnation viscosity of 4.00 times 10 to the 4th power
per foot ."
1.1589617	1161	no	"stagnation point heat transfer measurements in dissociated
air .
  the results of an experimental investigation of the laminar heat
transfer at the stagnation point of a blunt body in partially
dissociated air are presented and are compared to the theoretical
treatment of fay and riddell .  heat-transfer results are
presented for air temperatures as high as 8,000 k. where more than
periments were performed in a shock tube and the new
experimental techniques and principles are discussed briefly .
simulation of flight stagnation conditions at velocities up to satellite
velocity of 26,000 ft. sec. is shown to be possible in shock tubes and
data has been obtained over a large altitude range at these
velocities ."
1.1594409	546	no	"measurements of aerodynamic heating on a 15 cone of
graded wall thickness at a mach number of 6. 8.
  this note describes transient wall
temperature measurements made on a
in an airstream of mach number 6.8 .
  the skin of the model was
sufficiently thin to allow it to reach zero
heat transfer conditions within a
running time of one minute .
  in order to reduce effects
of longitudinal heat conduction during a
run the electroformed-nickel skin
of the model was made with graded
thickness, and as a result fairly
uniform temperature distributions along
the surface were obtained at all
times in both the laminar and turbulent
regions .
  values of heat transfer, calculated from the wall temperature-time
histories using the thin-wall
temperature are compared to theoretical
estimates using the intermediate
enthalpy method 10, 11 ."
1.160906	872	no	"fundamentals of boundary layer heat transfer with streamwise
temperature variations .
  boundary-layer heat transfer is analyzed for the case of a
sinusoidal distribution of temperature in the direction of flow .  it is
shown that for both laminar and turbulent flow the spatial
distribution of heat transfer is generally out of phase with the wall
temperature by an angle of 30 to 45 .  this leads to the
conclusion that in some areas the heat flow is opposite to the
temperature difference as used in the definition of the heat-transfer
coefficient, and points to the basic shortcomings of this concept .
the physical explanation for this behavior is found to be the
temperature-field distortion by the fluid motion .  the distortion
is measured by the peclet number .  approximate equations
representing a /conduction analogy/ were used in this analysis
and the validity of these equations for unsteady flow is examined
with reference to limitations in frequency and wavelength .  a
solution of these equations is given for the case of a velocity
profile which is not a straight line .  the use of previously developed
variational principles for the evaluation of convective heat
transfer including cases of three-dimensional unsteady flow,
turbulence, and nonparallel streamlines is also discussed ."
1.1618485	1009	no	"free-flight measurements of the static and dynamic .
  charts of thermodynamic properties for equilibrium air are presented
with sufficient accuracy to permit the calculation of flow parameters in
hypersonic nozzles operating at stagnation temperatures up to 4,950 r
and pressures up to 1,000 atm .  flow parameters calculated from these
charts are presented for a series of stagnation temperatures between
use of these parameters, it is possible to calibrate a nozzle in the
conventional way .  a method is also presented from which the flow
parameters for conditions other than those chosen herein may be
calculated .  real-gas effects on the calculation of a hypersonic nozzle
contour are shown by an example calculation in which the nozzle contour
for mach number 12 was determined by including real-gas effects, and
this contour was compared with one calculated by ideal-gas
considerations .  also presented are the approximate limiting mach
numbers at which equilibrium air will just condense for various
combinations of stagnation temperatures and pressures ."
1.1641628	302	no	"approximations for the thermodynamic and transport properties of high
temperature air .
the thermodynamic and transport properties of high-temperature air are
found in closed form starting from approximate partition functions for
the major components in air and neglecting all minor components . the
compressibility, enthalpy, entropy, the specific heats, the speed of
sound, the coefficients of viscosity and of thermal conductivity, and
the prandtl numbers for air are tabulated from 500degree to 15,000degree
 k over a range of pressure from 0.0001 to 100 atmospheres . the energy
of air and the mol fractions of the major components of air can be found
 from the tabulated values for compressibility and enthalpy . it is
predicted that the prandtl number for fully ionized air, which is in
complete equilibrium, will become small compared to unity, the order of
transparent to heat flux ."
1.1651081	1307	no	"laminar heat-transfer and pressure measurements at
a mach number of 6 on sharp and blunt 15 half-angle
cones at angles of attack up to 90 .
  two circular conical configurations
having 15 half-angles were
tested in laminar boundary layer at a
mach number of 6 and angles of
attack up to 90 .  one cone had a sharp
nose and a fineness ratio of
blunted nose with a bluntness ratio
of 0.1428 and a fineness ratio of 1.66 .
pressure measurements and
schlieren pictures of the flow showed
that near-conical flow existed up
to an angle of attack of approximately
near the base and the bow shock
wave was considerably curved .
  comparison of the results with
simply applied theories showed that
on the stagnation line pressures may
be predicted by newtonian theory,
and heat transfer by local yawed-cylinder
theory based on the yaw angle
of the windward generator and the local
radius of the cone .  base effects
increased the heat transfer in a region
extending forward approximately
circumferential pressure
distributions were higher than the
corresponding newtonian distribution
and a better prediction was obtained
by modifying the theory to match
the pressure at 90 from the windward
generator to that on the surface
of the cone at an angle of attack of 0 .
circumferential heat-transfer
distributions were predicted satisfactorily
up to about 60 from the
stagnation line by using lees' heat-flux
distribution based on the
newtonian pressure .  the effects of nose
bluntness at large angles of
attack were very small in the region
beyond two nose radii from the
point of tangency ."
1.1661355	202	no	"aircraft flutter .
  the term flutter is used here to denote maintained or
violent oscillations of a structure due to aerodynamic forces
acting in conjunction with both elastic and inertial forces .
attention is restricted to this particular branch of the more
general field of aeroelasticity, which embraces buffeting,
divergence, and reversal of control, as well as flutter,. airscrew
flutter is not specifically considered .  the monograph is
divided into three main parts, each of which has been made
self-contained for the convenience of readers .
  in the first part, general methods for the investigation
of aircraft flutter, by theoretical analysis and by experiments
on flutter models, are set out and discussed .  a detailed
account of the aerodynamic theory of wings in non-uniform
motion is not included, since this has already been provided
elsewhere, but methods for the evaluation of the aerodynamic
forces required in a theoretical flutter analysis are logically
developed, and a bibliography of researches on the
aerodynamic theory is given in the appendix .  investigations
on specific types of aircraft flutter--namely wing flutter,
control surface flutter, and tab flutter--are discussed in part
these various types of flutter are considered, but the practical
details of flutter-prevention devices are omitted .  finally,
in part 3, methods for the experimental determination of
airloads on oscillating aerofoil systems are described, and
available airload measurements are analysed and compared
with theoretical results .
  an attempt has been made to refer in the text to all relevant
british work reported by the early part of 1947 .  foreign
work has been mentioned in parts 1 and 2 only where necessary
for the sake of completeness, but in part 3 and the
appendix all relevant foreign references known to the author have
been included .
  matrix notation has been used for the theoretical treatment in
part 1, but otherwise its use has been avoided ."
1.1682323	880	yes	"the design and testing of supersonic flutter models .
the basic problems of flutter testing in the low supersonic speed range
simulate full-scale airplanes when mach number is included as a
parameter are reviewed and are compared with those where velocity is scaled
when the leading edges become transonic,. these are compared with
results given elsewhere and serve as a check on the results of tables
i and ii ."
1.1691402	20	no	"generalised-newtonian theory .
  author generalizes lees's (amr 10(1957), rev. 2601)
modification of newtonian theory for blunt-nose bodies to apply to pointed-
nose bodies as well .  the result is expressed by
sin where is the local inclination of the body
surface and the subscript /max/ refers to the maximum local
inclination and pressure coefficient .  for blunt-nose bodies
and the generalized theory reverts to lees's blunt-nose
modification with given by normal shock relations .  author shows,
by comparison of newtonian and generalized-newtonian theory
with exact solutions, the superiority of generalized-newtonian
theory .  he also shows that both two-dimensional and
axisymmetric shapes are correlated by this generalization .  results are
presented in two figures that support author's generalization and
indicate the independence of the correlation from variations in
both the hypersonic similarity parameter k = m(d1) and the ratio
of specific heats y .
  reviewer believes this generalization should be of interest to
those engaged in development of hypersonic hardware as well as
theory ."
1.1692334	52	yes	"procedure for calculating flutter at high supersonic
speed including camber deflections, and comparison
with experimental results .
  a method which may be used at high supersonic mach numbers is
described for calculating the flutter speed of wings having camber in
their deflection modes .  the normal coupled vibration modes of the wing
are used to derive the equations of motion .  chord deflections of the
vibration modes are approximated by polynomials .  the wing may have a
control surface and may carry external stores although no aerodynamic
forces on the stores are presented .  the aerodynamic forces that are
assumed to be acting on the wing are obtained from piston theory and
also from a quasi-steady form of a theory for two-dimensional steady
flow .  airfoil shape and thickness effects are taken account of in the
analysis .
  the method is used to calculate the flutter speed of some wings
which had been previously tested at mach numbers of 1.3 to 3.0 .
comparison of the calculations and experiment is made for flat-plate 60
and 45 delta wings and also for an untapered 45 sweptback wing ."
1.1752495	708	no	"aerodynamic characteristics of two winged reentry vehicles at supersonic
 and hypersonic speeds .
tests were conducted at the langley research center on two winged
lifting hypersonic reentry glider configurations . performance, stability,
and control data are presented at mach numbers of 1.62 and 2.91 for
angles of attack up to 15degree and at mach numbers of 6.8 and 9.6 for
angles of attack up to 25degree ."
1.1755116	1191	no	"heat transfer to a hemisphere-cylinder at low reynolds
numbers .
  measurements of the local heat flux to
hemisphere-cylinder models in a supersonic rarefied
air stream are presented .  two different steady-state
methods were developed, and five
individual models were used .  data were obtained
throughout the mach number range of 2 to 6,
with reynolds numbers (based on conditions
behind the bow shock and model diameter)
varying from 38 to 1730 .  the stagnation point data
indicated a gradual increase from continuum
boundary layer theory at the higher reynolds
numbers to about 10 above at the lower end
of the range investigated .  pressure distribution
measurements on cooled and uncooled models
were found to agree well with modified newtonian
theory .  local recovery factor
measurements showed a small rarefaction effect at the
lowest reynolds numbers ."
1.1803936	980	no	"a method of computing the transient temperature of thick walls from
arbitrary variation of adiabatic-wall temperature and heat-transfer
coefficient .
a method of calculating the temperature of thick walls has been
developed in which are used relatively new concepts, such as the time
series and the response to a unit triangle variation of surface
temperature, together with essentially standard formulas for transient
temperature and heat flow into thick walls . the method can be used
without knowledge of the mathematical tools of its development . the
method is particularly suitable for determining the wall temperature in
one-dimensional thermal problems in aeronautics where there is a
continuous variation of the heat-transfer coefficient and adiabatic-wall
temperature . the method also offers a convenient means for solving the
inverse problem of determining the heat-flow history when temperature
history is known .
a series of diversified problems were solved by exact analysis as well
as by the new method . a comparison of the results shows the new
method to be accurate . the labor involved is very modest in
consideration of the nature of the thick-wall temperature problem .
limiting solutions for the /infinitely thick/ wall and for walls so
thin that thermal lag can be neglected were also obtained ."
1.1811612	879	yes	"flutter model testing at transonic speeds .
flutter research on reflection plane models of straight, swept, and
delta wings in a 3 x 4 foot transonic test facility . techniques of
model construction and testing developed ."
1.1838127	1341	no	"investigation of wing flutter at transonic speeds for six systematically
 varied wing plan forms .
an investigation of the effects of systematic variations in wing plan
form on the flutter speed at mach numbers between 0.73 and 1.43 has been
 conducted in the 26-inch langley transonic blowdown tunnel . the angle
of sweepback was varied from 0degree to 60degree on wings of aspect
ratio 4, and the aspect ratio was varied from 2 to 6 on wings with
experimental flutter speed and the reference flutter speed calculated on
 the basis of incompressible two-dimensional flow . this ratio,
designated as the flutter-speed ratio, is plotted as a function of mach
number for the various wings . it is found that the flutter-speed ratio
increased rapidly past sonic speed for sweep angles of 45degree and
less, indicating a favorable effect of mach number . for sweepback of
mach number range of the tests . reducing the aspect ratio had a
favorable effect on the flutter-speed ratio which was of the order of 100
percent higher for the aspect-ratio-2 wing than for the aspect-ratio-6
wing . this percentage difference was nearly constant throughout the
mach number range, indicating that the effect of mach number was about
the same for all aspect ratios tested ."
1.1855818	1379	no	"hypersonic flight and the re-entry problem .
paper reviews the possibilities and some of the main problems of three
types of long-range vehicle, the ballistic, the glide, and the skip
rocket . performance assessments are made on the basis of an ingenious,
if debatable, conversion of the vehicle characteristics to the breguet
formula . the problems of aerodynamic heating, aerodynamic loads and
stability are briefly discussed, and other aspects of hypersonic flight
free molecule flow-dash are touched upon . the results on the whole
favor the glide vehicle for manned flight . the subsequent discussion
on the paper includes references to multistaging and the use of
high-energy fuels ."
1.1905977	1393	no	"heat transfer near the forward stagnation point of
a body of revolution .
in order to determine the temperature distribution over a
body moving through the atmosphere, a knowledge of the
local heat-transfer coefficients is required .  for slender
sharp-nosed bodies, the heat-transfer coefficients are frequently
approximated by using the comparable flat-plate values .
however, for blunt-nosed bodies, flat-plate solutions are not
applicable near the forward stagnation point .  since the greatest rate
of heat transfer may occur at the forward stagnation point, its
value should be investigated .  in this note a theoretical solution
is given for the heat transfer near the forward stagnation point of
a body of revolution assuming laminar, incompressible, low-speed
flow .  the comparable solution for two-dimensional flow has
been given by squire .  in the case of a blunt-nosed body moving
with supersonic velocity, the flow behind the central portion of
the bow wave is subsonic, and it is possible that a low-speed
solution, using as /free-stream/ conditions those behind the center
of the bow wave, will apply near the stagnation point ."
1.1907533	1140	no	"shock-standoff distance for spherical bodies at high
mach numbers .
  usaf-sponsored development of a simple expression for
shock-standoff distance, by consideration of an apropriate specific-heat
ratio behind the shock .  the theory gives predictions which are
almost as accurate as those of the van dyke and hays methods ."
1.1911385	572	no	"boundary layer displacement and leading edge bluntness effects in high
temperature hypersonic flow .
two important features of hypersonic flow over slender or thin bodies
are the displacement effect of the boundary layer and the large
down-stream influence of leading-edge bluntness . the present paper
contributes new theoretical and experimental results on this problem .
the interaction of the two effects is treated theoretically by extending
 the basic shock-layer concept . in the outer inviscid flow, a model
consisting of a detached shock layer and an entropy layer is introduced
to account for bluntness . in the boundary layer, the approximate
solution is found to be governed by a local flat-plate similarity . under
the assumption of a strong bow shock and a specific heat ratio close to
unity, a theory is developed for an arbitrary thin body . for flat-plate
 afterbodies, the theory yields a solution agreeing with blast-wave
theory at one limit and strong-interaction theory at the other . within
the framework of the present theory, the problems involving angle of
attack are also analyzed . complementary to the above study, a
hypersonic similitude involving strong shocks, but not requiring close to one
 a natural comparison with experimental data correlated on the basis of
this similitude .
flat-plate experiments in air, conducted in the c.a.l. 11 x 15-dashin.
hypersonic shock tunnel under cold-wall conditions, included measurement
 of surface heat-transfer distributions and schlieren studies for zero
and nonzero angle of attack . steady laminar heat-transfer rates were
measured by means of thin-film resistance thermometers at air test-flow
mach numbers around 12, free-stream reynolds numbers from 1.4 x 10 to 1.
for most of the experiments, airflow stagnation temperatures ranged from
ratios of about 0.15 . the range of test conditions at this stagnation
temperature encompassed the limiting cases of dominant bluntness and
dominant viscous-interaction effects . heat-transfer distributions were
also measured on a sharp plate for air stagnation temperatures ranging
from 2,000degreek up to 4,000degreek .
the experimental data are quite well correlated in terms of the
foregoing theoretical similitude variables characterizing combined effects
of boundary-layer displacement and bluntness . the correlations obtained
 suggest that for the present experimental conditions, at least, the
hypersonic viscous similitude is valid even with leading-edge bluntness
 in the paper, is generally fair ."
1.1917017	566	no	"investigation of local heat transfer and pressure drag
characteristics of a yawed circular cylinder at supersonic
speeds .
  local heat-transfer coefficients,
temperature recovery factors, and
pressure distributions were measured
on a circular cylinder at a nominal
mach number of 3.9 over a range of
free-stream reynolds numbers from
from 0 to 44 .
  it was found that yawing the
cylinder reduced the local heat-transfer
coefficients, the average heat-transfer
coefficients, and the pressure
drag coefficients over the front side
of the cylinder .  for example, at
is reduced by 34 percent and the
pressure drag by 60 percent .  the
amount of reduction may be predicted by
a theory presented herein .  local
temperature recovery factors were also
reduced by yaw, but the amount of
reduction is small compared to the
reduction in heat-transfer coefficients .
  a comparison of these data with
other data obtained under widely
different conditions of body and stream
temperature, mach number, and
reynolds number indicates that these
factors have little effect upon the
dropoff of heat transfer due to yaw ."
1.1976402	494	no	"axisymmetric viscous flow plast very slender bodies
of revolution .
  axisymmetric viscous flow past unyawed very slender bodies
of revolution is treated within the category of the perfect gas .
attention is paid especially to the effect of transverse curvature
of the body .  from the transformed equations, the similarity
conditions are deduced, and the parameter characterizing the
effect of transverse curvature is obtained .  several numerical
solutions of similarity equations for hypersonic flows are
presented, and upon the basis of these results, the effect of the
transverse-curvature parameter is discussed .  a method of
applying the local-similarity approximation to obtain the
approximate solution for nonsimilar cases is described, as are
practical applications to incompressible flow past a long cylinder and
to hypersonic flow past a very slender cone .  comparison with
experimental results shows fair agreement with calculations using
the local-similarity approximation in the present range of
experimental flow conditions ."
1.2012942	1061	no	"turbulent mixing of a rocket exhaust jet with a supersonic stream
including chemical reactions .
the equations for the turbulent mixing of a two-dimensional supersonic
jet issuing into an ambient supersonic stream are formulated . both
streams consist of a mixture of chemically active and possibly reacting
gases, therefore any heat release by chemical reaction is included,. the
 net mass rate of production of species is obtained on the assumption
that the reaction rate constant is given by an expression reducible to
the classical arrhenius law . the equations first given in terms of the
x, and y coordinates, are expressed in dimensionless form and in terms
of the x and coordinates, where is the stream function . the resulting
expressions are all of the /heat conduction/ type,. they are put in a
finite difference form by using the crank-nicolson method of
substituting finite difference approximations for both the /time/ and /space/
derivatives . the mixture is assumed to consist of six species, namely
h2o, h2, o2, co2, co, and n2, and the oxidation of h2 and co is assumed
to take place according to a single-step chemical reaction . the
solution of the problem is based on the simultaneous solution of 8n linear
algebraic equations in 8n unknowns, n being the number of internal grid
points at every step in the x-direction, and 8 the total number of
unknowns at each grid point, namely velocity, temperature, and
concentration for each of the six species . a method of obtaining initial and
boundary conditions from available inviscid jet flow solutions is
discussed . the equations are programed for calculation on an ibm-704
computer . finally, one typical case is considered, and plots of velocity,
temperature, and concentration profiles are given for the initial stages
 of development of the mixing layer ."
1.2038743	877	no	"the influence of aerodynamic heating on the flexural
rigidity of a thin wing .
  this report considers the loss of flexural rigidity of a thin wing due
to the presence of middle-surface stresses resulting from aerodynamic
heating .  the spanwise properties of the wing are assumed constant but
the wing section is arbitrary .  the loss of flexural rigidity is
comparable with the corresponding loss of torsional rigidity ."
1.2041297	861	no	"charts adapted from van driest's turbulent flat-plate
theory for determining values of turbulent aerodynamic
friction and heat transfer coefficients .
  a modified method of van driest's flat-plate theory for turbulent
boundary layer has been found to simplify the calculation of local
skin-friction coefficients which, in turn, have made it possible to obtain
through reynolds analogy theoretical turbulent heat-transfer
coefficients in the form of stanton number .  a general formula is given and
charts are presented from which the modified method can be solved for
mach numbers 1.0 to 12.0, temperature ratios 0.2 to 6.0, and reynolds
numbers 0.2 x 10 to 200 x 10 ."
1.2082754	868	no	"design and operation of the n. g. t. e.  thermal shock
analogue .
  a description is given of the n.g.t.e. thermal shock analogue which
is suitable for estimating the temperature in a turbine blade section as
a function of position and time when the blade is subjected to a step
change in gas temperature .  the method of operating the analogue and
obtaining results has also been described .
  the limitations of the analogue have been stated, but they are
considered a small penalty in view of the essential simplicity of the
design ."
1.210145	564	no	"local heat transfer and recovery temperature on a yawed
cylinder at a mach number of 4. 15 and high reynolds
numbers .
  local heat transfer, equilibrium temperatures,
and wall static pressures have been measured on a
circular cylinder at yaw angles of 0, 10, 20, 40,
and 60 .  the reynolds number range of the tests
was from 1x10 to 4x10 based on cylinder
diameter .
  increasing the yaw angle from 0 to 40 increased
the stagnation-line heat-transfer coefficients by 100
to 180 percent .  a further increase in yaw angle to
heat-transfer coefficients .
  at zero yaw angle the boundary layer over the
entire front half of the cylinder was laminar but at
yaw angles of 40 and 60 it was evidently completely
turbulent, including the stagnation line, as
determined by comparison of local heat-transfer coefficients
with theoretical predictions .  the level of heating
rates and the nature of the chordwise distribution
of heat transfer indicated that a flow mechanism
different from the conventional transitional boundary
layer may have existed at the intermediate yaw angles
of 10 and 20 .  at all yaw angles the peak
heat-transfer coefficient occurred at the stagnation line
and the chordwise distribution of heat-transfer
coefficient decreased monotonically from this peak .
  the average heat-transfer coefficients over the
front half of the cylinder are in agreement with
previous data for a comparable reynolds number
range .
  the theoretical heat-transfer distributions for
both laminar and turbulent boundary layers are
calculated directly from simple quadrature formulas
derived in the present report ."
1.2106724	68	no	"some aspects of air-helium simulation and hypersonic
approximations .
  some illustrations of the differences that may be expected between
results obtained in hypersonic wind tunnels that employ air and results
obtained in those that employ helium as the test medium (imperfect-gas
effects are not considered) are compiled and presented herein .  simple
expressions are presented that demonstrate the possibility of simulating
air results in helium tests and of transforming helium data to
equivalent air data .  nonviscous and viscous simulations are considered .  in
most cases, the methods and the general forms of the expressions for
simulation that are derived are applicable to any two ideal gases having
different ratios of specific heats ."
1.2122304	442	no	"some effects of variations in several parameters including
fluid density on the flutter speed of light uniform
cantilever wings .
  an experimental investigation has been made of some effects of
variations in several parameters, including fluid density, on the
flutter characteristics of light uniform cantilever wings .  the
assortment of wings tested covered a variety of positions of the elastic axis
and center of gravity and values of the aspect ratio of 8, 6, and 4 .
the relative-density parameter (where k is representative of the
ratio of fluid density to wing mass) was varied over a range of values
from 1.2 to nearly 14 .  special emphasis has been placed on the lower
values .
  the experimental investigation has been supplemented by an
analytical investigation based on the two-dimensional aerodynamic theory for
incompressible flow .  in a few instances corrections for the effects of
finite span have been made .  in general, the theoretical results
followed the trends indicated by experiment except at very low values of
the relative-density parameter .  for these low values
the analytical considerations employed indicated a freedom from flutter
not found experimentally .  at higher values of the flutter-speed
coefficient is shown to decrease with decreasing values of and
to be nearly proportional to the inverse of the square root of the air
density ."
1.2124361	101	no	"laminar heat transfer over blunt-nosed bodies at hypersonic flight
speeds .
this paper deals with two limiting cases of laminar heat transfer over
blunt-nosed bodies at hypersonic flight speeds, or high stagnation
temperatures..  (a) thermodynamic equilibrium, in which the chemical
reaction rates are regarded as /very fast/ compared to the rates of diffusion
across streamlines., (b) diffusion as rate-governing, in which the
volume recombination rates within the boundary layer are /very slow/
compared to diffusion across streamlines .  in either case the gas density
near the surface of a blunt-nosed body is much higher than the density
just outside the boundary layer, and the velocity and stagnation
enthalpy profiles are much less sensitive to pressure gradient than in the
more familiar case of moderate temperature differences .  in fact, in
case (a), the nondimensionalized enthalpy gradient at the surface is
represented very accurately by the /classical/ zero pressure gradient
value, and the surface heat-transfer rate distribution is obtained
directly in terms of the surface pressure distribution .  in order to
illustrate the method, this solution is applied to the special cases
of an unyawed hemisphere and an unyawed, blunt cone capped by a
spherical segment .
in the opposite limiting case where diffusion is rate-controlling the
diffusion equation for each species is reduced to the same form as the
low-speed energy equation, except that the prandtl number is replaced
by the schmidt number .  the simplifications introduced in case (a) are
also applicable here, and the expression for surface heat transfer rate
is similar., the maximum value of the ratio between the rate of heat
transfer by diffusion alone and by heat conduction alone in the case of
thermodynamic equilibrium is given by..  (prandtl no./schmidt no .)
when the diffusion coefficient is estimated by taking a reasonable value
of atom-molecule collision cross section this ratio is 1.30 .
additional theoretical and (especially) experimental studies are clearly
required before these simple results are accepted ."
1.2131047	921	no	"slender-body theory-review and extension .
the approximate theory of flow about slender bodies and wings originated
 by munk and jones is reviewed . it is presented here in a form that
emphasizes the relation to the source-sink methods of von karman and
others . the extension to noncircular bodies is made for subsonic flow,
paralleling ward's extension for supersonic flow . the calculation of
pressures and forces and the extension of the theory to unsteady flows
are reviewed, and some discrepancies in the published literature are
explained .
finally, interpreting the jones slender-wing result as the first term of
 an expansion in powers of a breadth parameter /e.g., aspect ratio/, it
is shown how a more accurate theory can be developed by carrying
additional terms for both subsonic and supersonic speeds . this theory of
not-so-slender wings is applied to some practical wing problems,
including direct problems of flow past given wings and problems of wing
design for minimum drag . the accuracy of the new results is assessed by
 comparison with linearized supersonic-airfoil theory for the special
case of a flat delta wing ."
1.2169223	30	yes	"photo-thermoelastic investigation of transient thermal
stresses in a multiweb wing structure .
  photothermoelastic experiments were performed on a long
multiweb wing model for which a theoretical analysis is available in
the literature .  the experimental procedures utilized to simulate
the conditions prescribed in the theory are fully described .
  correlation of theory and experiment in terms of dimensionless
temperature, stress, time, and biot number revealed that the
theory predicted values higher than the experimentally observed
maximum thermal stresses at the center of the web .  detailed
temperature measurements in the flange suggested that the major
source of this discrepancy can be traced to the one-dimensional
heat conduction analysis of the flange employed in the theory ."
1.218763	869	no	"the calculation of transient temperature in turbine
blades and tapered discs using biot's variational method .
  transient temperatures in aerofoil
sections and tapered discs are
calculated taking advantage of simplifications
in heat flow analysis
achieved in biot's variational method .
cross-sections are represented by
a line of adjacent squares of various
sizes suitable for the local
dimensions, e.g. small squares near the leading
and trailing edges .  the
potential, dissipation and surface dissipation
functions of biot's method are
set up, and the lagrange equations lead,
by automatic procedures, to an
eigenvalue formulation in matrix form for
the temperatures and their first
time derivatives .  solutions are sums
of exponentials in time, and are
evaluated by digital computer, requiring
about five minutes for each
cross-section and heat transfer coefficient .
transient temperatures in a
particular aerofoil section for variation
of heat transfer coefficient and for
external temperature depending exponentially
on time agree with results
obtained on an analogue computer .
maximum transient temperature
differences are evaluated for tapered discs
by a simple electrical analogue) with
variation of edge radius and heat
transfer coefficient .  peculiarities
in the solution for cyclic
temperature external to an aerofoil over
a range of frequencies indicate
limitations in the mathematical formulation .
a successful solution for cyclic
external temperature might enable
eigenvalues to be separated out in
experimental measurements using
electronic equipment, and this might be
extended to exponential external
temperature if a relationship between
cyclic and exponential external
temperature could be established .
eigenvalues and eigenvectors as discrete
values arise fictitiously from the
sub-division into squares and the
possibility of an integral formulation
is mentioned .  there is a possible,
but not immediate, extension to
cooled blades, whose cross-sections
are multiply-connected regions .
transient stresses due to creep, and
viscoelasticity might be included ."
